date,sectors
2026-01-02,"THEME|Lithium & Battery, THEME|Gold & Precious Metals Miners, THEME|Biotech"
2026-01-09,"THEME|Space, THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery"
2026-01-16,"THEME|Space, THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery"
2026-01-23,"THEME|Gold & Precious Metals Miners, THEME|Space, THEME|Lithium & Battery"
2026-01-30,"THEME|Space, THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery"
2026-02-06,"THEME|Data Centers & Digital Infra, THEME|Energy Producers, THEME|Gold & Precious Metals Miners"
2026-02-13,"THEME|Data Centers & Digital Infra, THEME|Energy Producers, THEME|Gold & Precious Metals Miners"
2026-02-20,"THEME|Gold & Precious Metals Miners, THEME|Data Centers & Digital Infra, THEME|Energy Producers"
2026-02-27,"THEME|Gold & Precious Metals Miners, THEME|Energy Producers, THEME|Data Centers & Digital Infra"
2026-03-06,"THEME|Energy Producers, THEME|Gold & Precious Metals Miners, THEME|Data Centers & Digital Infra"
2026-03-13,"THEME|Energy Producers, THEME|Space, THEME|Data Centers & Digital Infra"
2026-03-20,"THEME|Energy Producers, THEME|Space, THEME|Data Centers & Digital Infra"
2026-03-27,"THEME|Energy Producers, THEME|Shipping, THEME|Space"
2026-04-02,"THEME|Energy Producers, THEME|Shipping, THEME|Space"
2026-04-10,"THEME|Space, THEME|Semiconductors, THEME|Shipping"
2026-04-17,"THEME|Semiconductors, THEME|Space, THEME|Lithium & Battery"
2026-04-24,"THEME|Semiconductors, THEME|Lithium & Battery, THEME|Space"
2026-05-01,"THEME|Semiconductors, THEME|Lithium & Battery, THEME|Quantum Computing"
2026-05-08,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Lithium & Battery"
2026-05-15,"THEME|Semiconductors, THEME|Cybersecurity, THEME|Quantum Computing"
2026-05-22,"THEME|Semiconductors, THEME|Cybersecurity, THEME|Quantum Computing"
2026-05-29,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Cybersecurity"
2026-06-05,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Cybersecurity"
2026-06-12,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Cybersecurity"
2026-06-18,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Healthcare Providers"
2026-06-26,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Healthcare Providers"
2026-07-02,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2026-07-10,"THEME|Cybersecurity, THEME|Healthcare Providers, THEME|Semiconductors"
2026-07-17,"THEME|Energy Producers, THEME|Cybersecurity, THEME|Healthcare Providers"
2026-07-24,"THEME|Energy Producers, THEME|Healthcare Providers, THEME|Cybersecurity"
2026-07-31,"THEME|Energy Producers, THEME|Healthcare Providers, THEME|Cybersecurity"
